Disease_Name,Crop,Disease_Type,Severity,Leaf_Color,Spot_Size,Spot_Pattern,Temperature,Humidity,Rainfall_mm,Affected_Area_Perc,Yield_Loss_Perc,Season,State,District,Disease_ID
Esca_Black_Measles,Grape,Fungal,Severe,Dark_Brown,Small,Stripes,31.24,63.81,286.65,13.21,11.44,Summer,Tamil Nadu,Madurai,20815
Brown_Spot,Rice,Fungal,High,Dark_Brown,Large,Irregular,33.11,96.12,239.14,37.96,16.97,Summer,Tamil Nadu,Salem,20816
Common_Rust,Corn,Fungal,Medium,Yellow,Medium,Irregular,17.06,96.89,27.51,27.5,14.61,Winter,Uttar Pradesh,Kanpur,20817
Black_Rot,Apple,Fungal,Severe,Green,Medium,Diamond,34.73,73.87,215.22,20.85,15.22,Winter,Karnataka,Bengaluru,20818
Brown_Rust,Wheat,Fungal,Severe,Yellow,Large,Concentric,15.01,73.7,58.08,49.77,39.5,Monsoon,Uttar Pradesh,Varanasi,20819
Black_Rot,Grape,Fungal,High,Brown,Medium,Concentric,30.71,70.39,90.27,26.53,8.31,Summer,Uttar Pradesh,Varanasi,20820
Apple_Scab,Apple,Fungal,Severe,Brown,Small,Pustules,33.28,82.83,239.47,33.42,20.31,Summer,Karnataka,Hubballi,20821
Late_Blight,Tomato,Fungal,High,Dark_Brown,Large,Diamond,18.38,88.79,286.83,23.13,16.81,Winter,Uttar Pradesh,Lucknow,20822
Black_Rot,Grape,Fungal,Medium,Brown,Medium,Concentric,17.07,76.13,6.63,79.17,51.83,Summer,Maharashtra,Nagpur,20823
Esca_Black_Measles,Grape,Fungal,Medium,Dark_Brown,Small,Pustules,30.38,62.63,262.72,52.92,42.79,Summer,Punjab,Ludhiana,20824
Black_Rot,Apple,Fungal,Severe,Dark_Brown,Large,Circular,18.24,72.6,108.91,43.72,32.58,Winter,Punjab,Patiala,20825
Early_Blight,Tomato,Fungal,High,Gray,Large,Concentric,34.94,71.33,297.74,29.99,22.75,Summer,Maharashtra,Nashik,20826
Northern_Leaf_Blight,Corn,Fungal,High,Gray,Small,Circular,20.3,77.46,270.85,49.15,40.99,Monsoon,Uttar Pradesh,Kanpur,20827
Yellow_Rust,Wheat,Fungal,Severe,Yellow,Large,Irregular,19.87,75.83,62.73,49.23,21.02,Summer,Uttar Pradesh,Lucknow,20828
Common_Rust,Corn,Fungal,High,Gray,Large,Stripes,23.69,70.61,162.17,47.13,17.87,Monsoon,West Bengal,Bardhaman,20829
Early_Blight,Tomato,Fungal,Medium,Gray,Small,Irregular,32.17,70.08,235.4,42.98,25.05,Monsoon,West Bengal,Bardhaman,20830
Esca_Black_Measles,Grape,Fungal,Severe,Gray,Large,Circular,19.68,96.56,35.6,5.71,3.47,Summer,West Bengal,Bardhaman,20831
Brown_Rust,Wheat,Fungal,High,Green,Medium,Concentric,24.72,60.95,298.8,77.17,34.61,Winter,West Bengal,Kolkata,20832
Esca_Black_Measles,Grape,Fungal,High,Yellow,Medium,Stripes,18.41,96.34,151.53,5.11,4.16,Summer,Tamil Nadu,Madurai,20833
Brown_Rust,Wheat,Fungal,Severe,Yellow,Small,Pustules,21.03,76.04,147.29,38.47,29.16,Summer,West Bengal,Siliguri,20834
Common_Rust,Corn,Fungal,High,Dark_Brown,Large,Circular,33.62,75.99,184.17,70.92,52.44,Winter,Maharashtra,Pune,20835
Black_Rot,Grape,Fungal,Severe,Gray,Medium,Pustules,36.55,70.49,204.07,72.48,51.47,Summer,Tamil Nadu,Madurai,20836
Common_Rust,Corn,Fungal,Severe,Dark_Brown,Small,Pustules,22.68,72.89,11.59,76.73,31.68,Monsoon,Tamil Nadu,Madurai,20837
Common_Rust,Corn,Fungal,High,Green,Small,Concentric,27.74,86.14,162.42,50.77,40.1,Winter,Tamil Nadu,Salem,20838
Late_Blight,Tomato,Fungal,Severe,Dark_Brown,Medium,Pustules,37.24,84.91,153.33,27.69,18.82,Winter,Uttar Pradesh,Lucknow,20839
Yellow_Rust,Wheat,Fungal,Severe,Gray,Small,Diamond,37.96,78.69,27.11,37.51,20.44,Winter,Karnataka,Bengaluru,20840
Common_Rust,Corn,Fungal,Medium,Dark_Brown,Medium,Concentric,17.27,56.06,14.26,84.1,33.11,Winter,West Bengal,Kolkata,20841
Apple_Scab,Apple,Fungal,High,Green,Small,Stripes,30.49,67.74,144.84,27.39,19.6,Winter,Punjab,Ludhiana,20842
Leaf_Blast,Rice,Fungal,High,Brown,Small,Concentric,24.37,61.71,254.36,82.07,51.82,Winter,Karnataka,Bengaluru,20843
Northern_Leaf_Blight,Corn,Fungal,Medium,Yellow,Large,Diamond,37.55,92.27,239.07,63.09,18.93,Summer,Karnataka,Mysuru,20844
Apple_Scab,Apple,Fungal,Severe,Gray,Small,Circular,29.44,75.42,35.23,19.35,11.94,Summer,West Bengal,Siliguri,20845
Bacterial_Spot,Tomato,Bacterial,High,Green,Medium,Concentric,29.18,78.04,6.92,48.32,26.23,Winter,West Bengal,Siliguri,20846
Neck_Blast,Rice,Fungal,High,Brown,Medium,Pustules,30.9,71.03,19.09,16.12,9.66,Monsoon,Tamil Nadu,Madurai,20847
Esca_Black_Measles,Grape,Fungal,Medium,Dark_Brown,Small,Irregular,26.61,93.03,184.71,36.78,30.43,Summer,Punjab,Amritsar,20848
Late_Blight,Tomato,Fungal,Medium,Dark_Brown,Large,Irregular,19.25,61.31,11.93,55.63,21.82,Summer,Uttar Pradesh,Lucknow,20849
Late_Blight,Tomato,Fungal,High,Gray,Large,Concentric,34.5,57.86,48.79,9.83,8.15,Summer,Karnataka,Hubballi,20850
Common_Rust,Corn,Fungal,Medium,Green,Small,Diamond,33.12,62.76,12.93,48.61,32.97,Winter,Karnataka,Hubballi,20851
Neck_Blast,Rice,Fungal,Severe,Green,Medium,Pustules,20.28,87.98,14.43,78.85,52.25,Monsoon,Maharashtra,Nagpur,20852
Common_Rust,Corn,Fungal,High,Dark_Brown,Large,Irregular,20.42,75.34,123.82,79.63,29.07,Winter,Punjab,Ludhiana,20853
Apple_Scab,Apple,Fungal,Severe,Dark_Brown,Large,Concentric,35.5,74.95,70.26,48.44,33.39,Monsoon,West Bengal,Siliguri,20854
Apple_Scab,Apple,Fungal,High,Green,Small,Concentric,29.23,60.84,70.86,7.52,3.57,Monsoon,Uttar Pradesh,Kanpur,20855
Brown_Spot,Rice,Fungal,Severe,Brown,Medium,Stripes,35.92,78.66,47.86,58.47,21.15,Winter,Karnataka,Mysuru,20856
Mosaic_Virus,Tomato,Viral,High,Dark_Brown,Large,Stripes,27.94,90.23,232.88,50.96,43.84,Monsoon,Uttar Pradesh,Lucknow,20857
Black_Rot,Grape,Fungal,Medium,Green,Medium,Diamond,21.36,86.89,25.3,18.25,6.34,Summer,Uttar Pradesh,Kanpur,20858
Esca_Black_Measles,Grape,Fungal,Severe,Gray,Small,Pustules,33.58,63.1,69.93,43.85,35.17,Summer,Karnataka,Bengaluru,20859
Brown_Rust,Wheat,Fungal,High,Yellow,Small,Irregular,18.01,92.92,58.98,10.32,7.17,Summer,Karnataka,Bengaluru,20860
Bacterial_Spot,Tomato,Bacterial,High,Brown,Small,Concentric,26.54,64.2,163.5,71.59,52.96,Summer,Maharashtra,Nashik,20861
Mosaic_Virus,Tomato,Viral,Severe,Yellow,Small,Circular,25.14,93,154.64,36.7,19.23,Winter,Punjab,Amritsar,20862
Bacterial_Spot,Tomato,Bacterial,Medium,Brown,Medium,Concentric,20.33,82.28,54.09,39.35,31.07,Summer,Uttar Pradesh,Lucknow,20863
Yellow_Rust,Wheat,Fungal,Medium,Green,Large,Circular,19.38,60.23,216.91,33.2,18.66,Summer,Uttar Pradesh,Kanpur,20864
Northern_Leaf_Blight,Corn,Fungal,Medium,Dark_Brown,Medium,Irregular,18.26,71.57,195.66,31.48,11.06,Winter,West Bengal,Bardhaman,20865
Black_Rot,Apple,Fungal,Severe,Gray,Small,Diamond,28.44,71.14,16.1,56.38,34.79,Monsoon,Tamil Nadu,Salem,20866
Brown_Rust,Wheat,Fungal,Medium,Green,Large,Stripes,23.86,76.58,87.22,57.75,31.89,Monsoon,Maharashtra,Nagpur,20867
Bacterial_Spot,Tomato,Bacterial,High,Yellow,Medium,Concentric,27.26,60.78,47.39,77.97,63.27,Monsoon,Uttar Pradesh,Lucknow,20868
Leaf_Blast,Rice,Fungal,Medium,Gray,Medium,Stripes,28.04,74.09,268.87,6.77,5.1,Winter,West Bengal,Kolkata,20869
Black_Rot,Grape,Fungal,Severe,Dark_Brown,Large,Irregular,15.38,60.93,114.89,12.01,10.45,Winter,Punjab,Patiala,20870
Mosaic_Virus,Tomato,Viral,High,Brown,Medium,Irregular,20.95,74.19,136.64,50.44,34.24,Summer,Punjab,Amritsar,20871
Esca_Black_Measles,Grape,Fungal,High,Green,Small,Circular,31.03,94.31,194.91,12.88,6.37,Monsoon,Tamil Nadu,Salem,20872
Esca_Black_Measles,Grape,Fungal,Severe,Dark_Brown,Large,Pustules,26.61,81.69,89.44,26.1,12.87,Monsoon,Punjab,Amritsar,20873
Yellow_Rust,Wheat,Fungal,High,Green,Small,Concentric,34.36,73.3,98.64,9.63,3.87,Summer,Punjab,Patiala,20874
Yellow_Rust,Wheat,Fungal,High,Yellow,Large,Diamond,15.06,80.57,278.83,27.25,10.74,Winter,Punjab,Amritsar,20875
Northern_Leaf_Blight,Corn,Fungal,Medium,Gray,Small,Stripes,21.24,85.54,279.23,14.51,9.34,Summer,Uttar Pradesh,Varanasi,20876
Late_Blight,Tomato,Fungal,High,Yellow,Small,Pustules,19.84,76.84,127.41,24.85,12.04,Monsoon,Maharashtra,Pune,20877
Esca_Black_Measles,Grape,Fungal,High,Yellow,Large,Concentric,20.61,68.24,253.21,62.29,37.29,Winter,West Bengal,Kolkata,20878
Yellow_Rust,Wheat,Fungal,Medium,Gray,Large,Concentric,31.62,61.8,68.63,39.89,28.66,Winter,Punjab,Amritsar,20879
Black_Rot,Grape,Fungal,High,Yellow,Small,Pustules,37.89,86.84,281.85,25.71,11.94,Monsoon,Uttar Pradesh,Lucknow,20880
Black_Rot,Grape,Fungal,Medium,Brown,Medium,Pustules,32.85,76.22,143.65,50.3,32.04,Summer,Tamil Nadu,Madurai,20881
Yellow_Rust,Wheat,Fungal,High,Gray,Small,Diamond,24.95,75.09,257.61,77.77,24.38,Monsoon,Maharashtra,Pune,20882
Brown_Rust,Wheat,Fungal,Medium,Green,Small,Pustules,34.76,77.7,60.69,9.04,6.6,Winter,Punjab,Ludhiana,20883
Yellow_Rust,Wheat,Fungal,Severe,Yellow,Medium,Pustules,34.43,63.48,209.79,56.21,37.61,Summer,West Bengal,Siliguri,20884
Apple_Scab,Apple,Fungal,High,Dark_Brown,Small,Stripes,27.46,75.66,209.97,24.27,19.26,Summer,Karnataka,Mysuru,20885
Neck_Blast,Rice,Fungal,Severe,Dark_Brown,Small,Stripes,20.73,90.57,91.97,53.8,18.82,Monsoon,Uttar Pradesh,Varanasi,20886
Common_Rust,Corn,Fungal,High,Gray,Large,Pustules,33.96,64.19,75.34,73,46.38,Summer,West Bengal,Bardhaman,20887
Early_Blight,Tomato,Fungal,High,Brown,Large,Pustules,21.9,63.84,124.98,68.68,25.24,Summer,West Bengal,Kolkata,20888
Mosaic_Virus,Tomato,Viral,Severe,Gray,Medium,Irregular,33.67,79.11,202.04,64.6,43.72,Winter,Karnataka,Bengaluru,20889
Neck_Blast,Rice,Fungal,Severe,Gray,Medium,Concentric,37.74,68.76,164.67,30.94,24.79,Monsoon,Maharashtra,Pune,20890
Brown_Rust,Wheat,Fungal,High,Yellow,Medium,Pustules,22.7,56.31,176.04,34.71,20.37,Winter,Tamil Nadu,Madurai,20891
Yellow_Rust,Wheat,Fungal,Medium,Gray,Small,Irregular,37.67,73.02,215.5,46.65,17.74,Winter,Maharashtra,Nashik,20892
Black_Rot,Apple,Fungal,High,Green,Small,Concentric,22.47,95.76,46.48,46.99,29.8,Summer,Uttar Pradesh,Lucknow,20893
Brown_Spot,Rice,Fungal,High,Brown,Small,Concentric,28.54,90.14,33.37,49.15,20.81,Winter,Maharashtra,Nagpur,20894
Yellow_Rust,Wheat,Fungal,Medium,Gray,Medium,Irregular,17.55,96.38,181.62,83.51,50.36,Winter,Punjab,Amritsar,20895
Early_Blight,Tomato,Fungal,Severe,Yellow,Small,Irregular,15.98,88.11,185.41,18.89,16.75,Winter,Punjab,Patiala,20896
Late_Blight,Tomato,Fungal,Medium,Brown,Medium,Diamond,18.15,92.87,63.98,53.69,38.24,Winter,Karnataka,Bengaluru,20897
Brown_Rust,Wheat,Fungal,High,Gray,Large,Circular,34.18,92.68,217.74,28.89,12.5,Summer,Tamil Nadu,Madurai,20898
Early_Blight,Tomato,Fungal,High,Gray,Medium,Diamond,19.85,83.44,208.54,24.9,21.77,Summer,Karnataka,Bengaluru,20899
Neck_Blast,Rice,Fungal,Medium,Yellow,Large,Circular,33.88,58.17,105.14,81.74,34.25,Summer,Maharashtra,Nagpur,20900
Brown_Spot,Rice,Fungal,Severe,Brown,Medium,Diamond,16.34,93.7,232.59,36.63,27.88,Monsoon,Tamil Nadu,Coimbatore,20901
Esca_Black_Measles,Grape,Fungal,Medium,Dark_Brown,Large,Diamond,17.41,56.44,8.6,54.83,18.74,Monsoon,Karnataka,Mysuru,20902
Black_Rot,Apple,Fungal,High,Brown,Medium,Concentric,33.15,56.8,101.89,60.84,39.71,Monsoon,Karnataka,Hubballi,20903
Neck_Blast,Rice,Fungal,Medium,Gray,Small,Circular,23.18,81.4,58.08,18.07,9.44,Monsoon,Maharashtra,Nashik,20904
Brown_Rust,Wheat,Fungal,Severe,Yellow,Medium,Concentric,20.09,81.83,145.41,78.49,28.85,Monsoon,Maharashtra,Nagpur,20905
Late_Blight,Tomato,Fungal,High,Gray,Medium,Stripes,18.5,89.63,52.8,60.37,44.29,Summer,Punjab,Ludhiana,20906
Black_Rot,Grape,Fungal,Severe,Gray,Medium,Concentric,34.21,91.55,114.4,54.28,20.15,Winter,Karnataka,Bengaluru,20907
Black_Rot,Apple,Fungal,Medium,Dark_Brown,Small,Pustules,37.45,66.05,66.33,58.79,19.42,Winter,Karnataka,Mysuru,20908
Esca_Black_Measles,Grape,Fungal,Medium,Gray,Large,Irregular,33.61,56.86,128.63,51.68,40.95,Summer,Uttar Pradesh,Kanpur,20909
Black_Rot,Apple,Fungal,High,Dark_Brown,Small,Pustules,34.6,69.05,62.25,26.32,16.55,Summer,Tamil Nadu,Salem,20910
Mosaic_Virus,Tomato,Viral,Medium,Gray,Small,Pustules,24.92,84.51,57.19,47.3,19.73,Summer,Maharashtra,Nashik,20911
Mosaic_Virus,Tomato,Viral,Severe,Yellow,Large,Concentric,34.35,57.82,131.35,31.39,24.12,Summer,Tamil Nadu,Madurai,20912
Black_Rot,Apple,Fungal,High,Gray,Medium,Irregular,35.39,94.06,159.98,20.06,15.75,Monsoon,Tamil Nadu,Coimbatore,20913
Brown_Rust,Wheat,Fungal,Severe,Gray,Small,Irregular,25.67,67.03,103.94,28.27,19.38,Winter,Maharashtra,Nagpur,20914
Esca_Black_Measles,Grape,Fungal,Medium,Gray,Small,Diamond,36.07,77.46,237.21,75.5,50.56,Monsoon,Uttar Pradesh,Varanasi,20915
Leaf_Blast,Rice,Fungal,Medium,Yellow,Medium,Stripes,30.87,73.81,239.64,14.19,10.52,Summer,Karnataka,Mysuru,20916
Common_Rust,Corn,Fungal,Medium,Gray,Medium,Irregular,30.38,62.4,220.61,18.24,13.62,Winter,Punjab,Amritsar,20917
Late_Blight,Tomato,Fungal,Medium,Green,Medium,Pustules,35.48,93.39,299.42,45.93,19.78,Summer,Uttar Pradesh,Kanpur,20918
Esca_Black_Measles,Grape,Fungal,High,Yellow,Large,Stripes,32.14,93.58,42.26,8.94,5.57,Winter,Punjab,Ludhiana,20919
Apple_Scab,Apple,Fungal,Severe,Gray,Large,Stripes,18.56,91.4,34.06,55.7,33.18,Winter,West Bengal,Bardhaman,20920
Yellow_Rust,Wheat,Fungal,High,Dark_Brown,Medium,Pustules,19.65,64.29,91.25,80.67,45.87,Monsoon,Punjab,Amritsar,20921
Apple_Scab,Apple,Fungal,Medium,Gray,Small,Diamond,35.4,90.25,298.41,74.9,23.08,Monsoon,Tamil Nadu,Salem,20922
Esca_Black_Measles,Grape,Fungal,High,Dark_Brown,Large,Diamond,36.12,79.98,263.97,81.7,36.85,Monsoon,Uttar Pradesh,Lucknow,20923
Esca_Black_Measles,Grape,Fungal,Medium,Brown,Medium,Irregular,33.89,56,299.38,32.56,15.38,Monsoon,Tamil Nadu,Madurai,20924
Brown_Spot,Rice,Fungal,Severe,Brown,Small,Diamond,22.59,74.61,35.04,81.58,62.78,Summer,West Bengal,Siliguri,20925
Black_Rot,Apple,Fungal,Severe,Green,Large,Diamond,21.07,97.21,17.12,46.57,16.89,Summer,Karnataka,Mysuru,20926
Northern_Leaf_Blight,Corn,Fungal,Medium,Gray,Small,Diamond,15.88,91.35,58.23,81.41,60.48,Monsoon,Punjab,Amritsar,20927
Common_Rust,Corn,Fungal,High,Yellow,Small,Concentric,29.18,82.71,93.38,77.77,28.14,Summer,West Bengal,Kolkata,20928
Apple_Scab,Apple,Fungal,Severe,Gray,Large,Pustules,27.65,57.68,252.02,73.06,62.14,Summer,West Bengal,Bardhaman,20929
Common_Rust,Corn,Fungal,High,Green,Medium,Concentric,25.46,60.44,286.36,63.99,45.08,Monsoon,Uttar Pradesh,Lucknow,20930
Northern_Leaf_Blight,Corn,Fungal,High,Yellow,Large,Stripes,32.58,71.53,213.59,48.65,37.61,Monsoon,Uttar Pradesh,Kanpur,20931
Black_Rot,Grape,Fungal,Severe,Dark_Brown,Small,Pustules,27.94,80.09,295.84,23.01,8.16,Summer,West Bengal,Kolkata,20932
Esca_Black_Measles,Grape,Fungal,High,Brown,Medium,Stripes,31.65,96.9,74.56,58.44,31.14,Summer,West Bengal,Bardhaman,20933
Mosaic_Virus,Tomato,Viral,Medium,Green,Medium,Concentric,19.94,68.05,139.72,45.62,32.46,Winter,Maharashtra,Nagpur,20934
Northern_Leaf_Blight,Corn,Fungal,Medium,Gray,Medium,Circular,32.37,59.21,290.17,64.14,25.98,Monsoon,Punjab,Amritsar,20935
Common_Rust,Corn,Fungal,Severe,Green,Large,Diamond,33.42,56.55,266.82,56.59,37.21,Winter,West Bengal,Kolkata,20936
Black_Rot,Apple,Fungal,Severe,Green,Small,Circular,18.07,55.98,219.18,28.65,19.77,Monsoon,Punjab,Patiala,20937
Black_Rot,Grape,Fungal,Medium,Dark_Brown,Medium,Concentric,25.39,69.73,105.69,20.35,15.81,Monsoon,Punjab,Ludhiana,20938
Brown_Rust,Wheat,Fungal,Severe,Yellow,Small,Stripes,15.52,57.05,41.51,20.91,10.97,Monsoon,Tamil Nadu,Coimbatore,20939
Leaf_Blast,Rice,Fungal,Severe,Gray,Medium,Irregular,21.18,90.5,194.19,32.15,10.4,Winter,Punjab,Patiala,20940
Leaf_Blast,Rice,Fungal,Medium,Green,Small,Stripes,26.68,59.17,196.47,51.56,32.71,Winter,Maharashtra,Pune,20941
Apple_Scab,Apple,Fungal,Medium,Brown,Small,Concentric,32.69,85.08,136.41,82.46,60.37,Winter,Tamil Nadu,Madurai,20942
Neck_Blast,Rice,Fungal,Severe,Brown,Small,Circular,17.68,67.88,142.05,50.21,43.91,Monsoon,Karnataka,Mysuru,20943
Black_Rot,Apple,Fungal,Medium,Green,Medium,Irregular,22.44,67.05,59.32,15.19,12.26,Monsoon,Karnataka,Mysuru,20944
Esca_Black_Measles,Grape,Fungal,Medium,Brown,Medium,Concentric,24.55,57.99,148.03,19.62,6.95,Winter,Tamil Nadu,Coimbatore,20945
Yellow_Rust,Wheat,Fungal,Medium,Brown,Large,Stripes,27.27,74.73,247.62,37.64,17.64,Summer,West Bengal,Siliguri,20946
Yellow_Rust,Wheat,Fungal,High,Yellow,Medium,Circular,19.91,90.3,146.91,75.22,65.64,Summer,West Bengal,Kolkata,20947
Late_Blight,Tomato,Fungal,High,Brown,Small,Diamond,15.82,60.77,131.43,67.81,31.03,Monsoon,Punjab,Patiala,20948
Neck_Blast,Rice,Fungal,Medium,Yellow,Small,Circular,37.8,90.7,187.56,78.35,24.19,Winter,West Bengal,Bardhaman,20949
Yellow_Rust,Wheat,Fungal,High,Yellow,Medium,Circular,20.92,87.67,92.37,44.55,14.47,Summer,Maharashtra,Nashik,20950
Northern_Leaf_Blight,Corn,Fungal,High,Brown,Large,Pustules,26.83,66.56,128.85,43.01,18.18,Monsoon,Tamil Nadu,Coimbatore,20951
Northern_Leaf_Blight,Corn,Fungal,Medium,Brown,Large,Pustules,32.6,84.71,261.99,32.39,17.76,Monsoon,West Bengal,Bardhaman,20952
Northern_Leaf_Blight,Corn,Fungal,Severe,Yellow,Medium,Irregular,26.18,77.24,140.4,23.71,20.86,Summer,Maharashtra,Nashik,20953
Black_Rot,Grape,Fungal,High,Gray,Small,Stripes,32.48,79.24,74.63,31.31,13.17,Summer,Tamil Nadu,Salem,20954
Esca_Black_Measles,Grape,Fungal,High,Yellow,Small,Diamond,19.5,70.34,29.07,65.88,25.64,Summer,West Bengal,Siliguri,20955
Northern_Leaf_Blight,Corn,Fungal,Severe,Green,Large,Circular,32.6,70.32,184.51,35.5,22,Summer,Maharashtra,Pune,20956
Late_Blight,Tomato,Fungal,Medium,Dark_Brown,Small,Stripes,30.45,76.3,126.97,33.14,13.81,Summer,West Bengal,Bardhaman,20957
Black_Rot,Apple,Fungal,Severe,Brown,Medium,Concentric,35.86,61.41,292.01,44.6,20.83,Monsoon,Uttar Pradesh,Lucknow,20958
Black_Rot,Grape,Fungal,Severe,Green,Medium,Circular,29.65,97.22,187.93,26.87,11.13,Summer,Punjab,Patiala,20959
Mosaic_Virus,Tomato,Viral,Medium,Gray,Small,Circular,16.03,95.41,198.15,18.01,14.53,Winter,Tamil Nadu,Salem,20960
Brown_Spot,Rice,Fungal,Severe,Dark_Brown,Large,Concentric,37.57,82.15,192.48,75.07,46.16,Summer,West Bengal,Siliguri,20961
Black_Rot,Grape,Fungal,High,Green,Medium,Stripes,21.48,83.57,163.49,63.76,29.41,Winter,Maharashtra,Nagpur,20962
Black_Rot,Apple,Fungal,Severe,Brown,Large,Irregular,15.56,91.49,290.64,16.32,12.75,Winter,Uttar Pradesh,Lucknow,20963
Bacterial_Spot,Tomato,Bacterial,Severe,Gray,Medium,Concentric,30.72,87.43,59.61,43.76,24.78,Summer,Karnataka,Bengaluru,20964
Yellow_Rust,Wheat,Fungal,Severe,Brown,Medium,Circular,30.99,66.65,43.05,65.22,32.79,Winter,Punjab,Amritsar,20965
Late_Blight,Tomato,Fungal,High,Dark_Brown,Small,Stripes,16.51,79.43,262.74,21.25,13.05,Winter,Karnataka,Bengaluru,20966
Black_Rot,Apple,Fungal,High,Green,Medium,Concentric,23.58,86.97,170.61,24.34,15.21,Summer,Punjab,Patiala,20967
Common_Rust,Corn,Fungal,Medium,Brown,Medium,Pustules,27.26,62.23,96.62,55.86,30.24,Monsoon,West Bengal,Bardhaman,20968
Neck_Blast,Rice,Fungal,Severe,Brown,Medium,Concentric,34.17,94.71,298.29,21.29,10.56,Monsoon,Tamil Nadu,Salem,20969
Common_Rust,Corn,Fungal,High,Yellow,Large,Circular,34.71,72.03,8.92,26.48,10.03,Monsoon,West Bengal,Siliguri,20970
Esca_Black_Measles,Grape,Fungal,Medium,Dark_Brown,Medium,Circular,34.27,73.34,141.15,45.22,18.03,Winter,Uttar Pradesh,Lucknow,20971
Early_Blight,Tomato,Fungal,High,Green,Large,Circular,34.45,81.28,170.42,43.54,30.13,Winter,Uttar Pradesh,Varanasi,20972
Mosaic_Virus,Tomato,Viral,High,Green,Small,Circular,20.27,62.24,49.41,83.16,40.36,Summer,Punjab,Amritsar,20973
Late_Blight,Tomato,Fungal,Severe,Brown,Large,Pustules,36.53,72.97,281.74,81.64,30.08,Summer,Uttar Pradesh,Kanpur,20974
Black_Rot,Grape,Fungal,Medium,Brown,Large,Diamond,15.54,87.44,83.44,72.1,30,Summer,Tamil Nadu,Salem,20975
Brown_Spot,Rice,Fungal,High,Dark_Brown,Large,Diamond,17.68,59.79,26.56,36.69,24.37,Monsoon,Uttar Pradesh,Lucknow,20976
Neck_Blast,Rice,Fungal,High,Brown,Small,Irregular,34.24,76.33,284.27,54.74,30.12,Summer,Maharashtra,Pune,20977
Esca_Black_Measles,Grape,Fungal,High,Brown,Small,Circular,16.7,64,22.9,31.32,22.09,Winter,Maharashtra,Pune,20978
Black_Rot,Grape,Fungal,Severe,Gray,Small,Diamond,16.98,59.54,252.61,77.53,24.3,Monsoon,Uttar Pradesh,Varanasi,20979
Leaf_Blast,Rice,Fungal,Severe,Yellow,Small,Pustules,27.61,86.05,46.41,69.05,43.9,Monsoon,Maharashtra,Pune,20980
Black_Rot,Apple,Fungal,High,Green,Small,Concentric,23.01,95.19,37.34,56.95,42.56,Monsoon,Uttar Pradesh,Kanpur,20981
Late_Blight,Tomato,Fungal,High,Brown,Medium,Pustules,28.63,83.12,71.62,17.21,8.68,Summer,Uttar Pradesh,Kanpur,20982
Neck_Blast,Rice,Fungal,Medium,Gray,Small,Irregular,27.9,98,226.25,63.17,43.53,Winter,Uttar Pradesh,Varanasi,20983
Yellow_Rust,Wheat,Fungal,High,Yellow,Small,Diamond,23.51,90.98,79.74,15.07,7.82,Monsoon,Tamil Nadu,Coimbatore,20984
Northern_Leaf_Blight,Corn,Fungal,High,Green,Large,Pustules,25.4,95.62,203.89,20.57,10.87,Monsoon,West Bengal,Siliguri,20985
Mosaic_Virus,Tomato,Viral,High,Green,Medium,Stripes,36.04,67.16,191.68,36.99,12.88,Summer,Karnataka,Hubballi,20986
Brown_Spot,Rice,Fungal,Severe,Yellow,Small,Circular,24.23,61.86,117.43,34.01,27.32,Monsoon,Uttar Pradesh,Kanpur,20987
Black_Rot,Grape,Fungal,High,Green,Medium,Circular,37.57,58.75,291.28,43.82,33.94,Winter,Tamil Nadu,Madurai,20988
Early_Blight,Tomato,Fungal,Severe,Yellow,Small,Irregular,18.41,67.24,143.77,42.71,21.12,Summer,Uttar Pradesh,Varanasi,20989
Brown_Rust,Wheat,Fungal,High,Green,Medium,Diamond,26.79,81.1,190.87,48.09,25.1,Winter,Punjab,Amritsar,20990
Northern_Leaf_Blight,Corn,Fungal,Medium,Yellow,Small,Concentric,25.51,93.33,110.08,78.55,48.61,Summer,Maharashtra,Pune,20991
Black_Rot,Grape,Fungal,High,Green,Small,Circular,37.69,92.85,28.49,59.23,47.53,Winter,Punjab,Ludhiana,20992
Early_Blight,Tomato,Fungal,Severe,Gray,Medium,Stripes,19.44,83.97,207.67,13.19,11.66,Summer,Uttar Pradesh,Kanpur,20993
Early_Blight,Tomato,Fungal,Medium,Brown,Large,Pustules,35.03,78.25,141.8,43.03,14.9,Summer,West Bengal,Bardhaman,20994
Brown_Rust,Wheat,Fungal,Severe,Green,Large,Irregular,16.26,85.1,238.27,58.31,26.51,Summer,Maharashtra,Nagpur,20995
Leaf_Blast,Rice,Fungal,High,Dark_Brown,Large,Circular,35.64,59.95,226.17,40.21,26.6,Winter,Maharashtra,Nashik,20996
Common_Rust,Corn,Fungal,Medium,Green,Small,Pustules,27.34,60.36,20.14,75.13,39.58,Summer,West Bengal,Siliguri,20997
Apple_Scab,Apple,Fungal,Severe,Brown,Medium,Diamond,17.89,83.22,35.83,77.88,37.45,Summer,West Bengal,Kolkata,20998
Brown_Rust,Wheat,Fungal,High,Dark_Brown,Small,Concentric,31.63,62.7,152.97,54.37,29.6,Monsoon,West Bengal,Siliguri,20999
Yellow_Rust,Wheat,Fungal,Medium,Gray,Medium,Pustules,27.42,97.9,93.05,21.61,6.58,Monsoon,Punjab,Ludhiana,21000
